seed_family	harness	truth	pathology	severity	cohorts	raw_pass_rate	guarded_clean_pass_rate
seed_family_2	postpartum_apc_arm	synthetic_null	timepoint_jitter	0.5	30	0.0	0.0
seed_family_2	postpartum_apc_arm	synthetic_null	timepoint_jitter	0.75	30	0.0	0.0
seed_family_2	postpartum_apc_arm	synthetic_null	timepoint_jitter	1.0	30	0.0	0.0
seed_family_2	primary_multiconfounder_batch_guard	planted	batch_only	0.0	30	0.9	0.23333333333333334
seed_family_2	primary_multiconfounder_batch_guard	planted	batch_only	0.25	30	0.8333333333333334	0.2
seed_family_2	primary_multiconfounder_batch_guard	planted	batch_only	0.5	30	0.9666666666666667	0.0
seed_family_2	primary_multiconfounder_batch_guard	planted	batch_only	0.75	30	0.9333333333333333	0.0
seed_family_2	primary_multiconfounder_batch_guard	planted	batch_only	1.0	30	1.0	0.0
seed_family_2	primary_multiconfounder_batch_guard	planted	batch_plus_depth	0.0	30	0.9	0.3333333333333333
seed_family_2	primary_multiconfounder_batch_guard	planted	batch_plus_depth	0.25	30	0.9666666666666667	0.13333333333333333
seed_family_2	primary_multiconfounder_batch_guard	planted	batch_plus_depth	0.5	30	0.9333333333333333	0.0
seed_family_2	primary_multiconfounder_batch_guard	planted	batch_plus_depth	0.75	30	0.9666666666666667	0.0
seed_family_2	primary_multiconfounder_batch_guard	planted	batch_plus_depth	1.0	30	1.0	0.0
seed_family_2	primary_multiconfounder_batch_guard	planted	batch_plus_steroid	0.0	30	0.8666666666666667	0.26666666666666666
seed_family_2	primary_multiconfounder_batch_guard	planted	batch_plus_steroid	0.25	30	0.9333333333333333	0.13333333333333333
seed_family_2	primary_multiconfounder_batch_guard	planted	batch_plus_steroid	0.5	30	0.9666666666666667	0.03333333333333333
seed_family_2	primary_multiconfounder_batch_guard	planted	batch_plus_steroid	0.75	30	0.9666666666666667	0.0
seed_family_2	primary_multiconfounder_batch_guard	planted	batch_plus_steroid	1.0	30	1.0	0.0
seed_family_2	primary_multiconfounder_batch_guard	planted	distributed_weak_technical	0.0	30	0.9	0.26666666666666666
seed_family_2	primary_multiconfounder_batch_guard	planted	distributed_weak_technical	0.25	30	0.9	0.3
seed_family_2	primary_multiconfounder_batch_guard	planted	distributed_weak_technical	0.5	30	1.0	0.13333333333333333
seed_family_2	primary_multiconfounder_batch_guard	planted	distributed_weak_technical	0.75	30	0.9333333333333333	0.0
seed_family_2	primary_multiconfounder_batch_guard	planted	distributed_weak_technical	1.0	30	0.9666666666666667	0.0
seed_family_2	primary_multiconfounder_batch_guard	planted	immune_tone_plus_batch	0.0	30	0.6333333333333333	0.3
seed_family_2	primary_multiconfounder_batch_guard	planted	immune_tone_plus_batch	0.25	30	0.8666666666666667	0.26666666666666666
seed_family_2	primary_multiconfounder_batch_guard	planted	immune_tone_plus_batch	0.5	30	0.9	0.26666666666666666
seed_family_2	primary_multiconfounder_batch_guard	planted	immune_tone_plus_batch	0.75	30	1.0	0.1
seed_family_2	primary_multiconfounder_batch_guard	planted	immune_tone_plus_batch	1.0	30	1.0	0.0
seed_family_2	primary_multiconfounder_batch_guard	planted	independent_technical	0.0	30	1.0	0.3
seed_family_2	primary_multiconfounder_batch_guard	planted	independent_technical	0.25	30	0.9	0.4
seed_family_2	primary_multiconfounder_batch_guard	planted	independent_technical	0.5	30	0.9	0.23333333333333334
seed_family_2	primary_multiconfounder_batch_guard	planted	independent_technical	0.75	30	0.9666666666666667	0.36666666666666664
seed_family_2	primary_multiconfounder_batch_guard	planted	independent_technical	1.0	30	0.9666666666666667	0.4666666666666667
seed_family_2	primary_multiconfounder_batch_guard	planted	normalization_plus_depth	0.0	30	0.9333333333333333	0.36666666666666664
seed_family_2	primary_multiconfounder_batch_guard	planted	normalization_plus_depth	0.25	30	0.9666666666666667	0.13333333333333333
seed_family_2	primary_multiconfounder_batch_guard	planted	normalization_plus_depth	0.5	30	0.9666666666666667	0.0
seed_family_2	primary_multiconfounder_batch_guard	planted	normalization_plus_depth	0.75	30	1.0	0.0
seed_family_2	primary_multiconfounder_batch_guard	planted	normalization_plus_depth	1.0	30	1.0	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	batch_only	0.0	30	0.0	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	batch_only	0.25	30	0.0	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	batch_only	0.5	30	0.0	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	batch_only	0.75	30	0.06666666666666667	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	batch_only	1.0	30	0.1	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	batch_plus_depth	0.0	30	0.0	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	batch_plus_depth	0.25	30	0.0	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	batch_plus_depth	0.5	30	0.06666666666666667	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	batch_plus_depth	0.75	30	0.06666666666666667	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	batch_plus_depth	1.0	30	0.3333333333333333	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	batch_plus_steroid	0.0	30	0.0	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	batch_plus_steroid	0.25	30	0.0	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	batch_plus_steroid	0.5	30	0.0	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	batch_plus_steroid	0.75	30	0.03333333333333333	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	batch_plus_steroid	1.0	30	0.4	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	distributed_weak_technical	0.0	30	0.0	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	distributed_weak_technical	0.25	30	0.0	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	distributed_weak_technical	0.5	30	0.03333333333333333	0.03333333333333333
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	distributed_weak_technical	0.75	30	0.0	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	distributed_weak_technical	1.0	30	0.13333333333333333	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	immune_tone_plus_batch	0.0	30	0.0	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	immune_tone_plus_batch	0.25	30	0.06666666666666667	0.03333333333333333
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	immune_tone_plus_batch	0.5	30	0.06666666666666667	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	immune_tone_plus_batch	0.75	30	0.13333333333333333	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	immune_tone_plus_batch	1.0	30	0.43333333333333335	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	independent_technical	0.0	30	0.0	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	independent_technical	0.25	30	0.0	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	independent_technical	0.5	30	0.03333333333333333	0.03333333333333333
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	independent_technical	0.75	30	0.0	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	independent_technical	1.0	30	0.0	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	normalization_plus_depth	0.0	30	0.03333333333333333	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	normalization_plus_depth	0.25	30	0.03333333333333333	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	normalization_plus_depth	0.5	30	0.1	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	normalization_plus_depth	0.75	30	0.4	0.0
seed_family_2	primary_multiconfounder_batch_guard	synthetic_null	normalization_plus_depth	1.0	30	0.8333333333333334	0.0
seed_family_2	tb_compartment	planted	b_fraction_response_correlated	0.0	30	1.0	0.9
seed_family_2	tb_compartment	planted	b_fraction_response_correlated	0.25	30	0.9333333333333333	0.8
seed_family_2	tb_compartment	planted	b_fraction_response_correlated	0.5	30	0.9333333333333333	0.36666666666666664
seed_family_2	tb_compartment	planted	b_fraction_response_correlated	0.75	30	0.9666666666666667	0.0
seed_family_2	tb_compartment	planted	b_fraction_response_correlated	1.0	30	0.9333333333333333	0.0
seed_family_2	tb_compartment	planted	batch_response_correlated	0.0	30	1.0	0.9333333333333333
seed_family_2	tb_compartment	planted	batch_response_correlated	0.25	30	1.0	0.4666666666666667
seed_family_2	tb_compartment	planted	batch_response_correlated	0.5	30	1.0	0.0
seed_family_2	tb_compartment	planted	batch_response_correlated	0.75	30	1.0	0.0
seed_family_2	tb_compartment	planted	batch_response_correlated	1.0	30	1.0	0.0
seed_family_2	tb_compartment	planted	compartment_label_noise	0.0	30	0.9666666666666667	0.8
seed_family_2	tb_compartment	planted	compartment_label_noise	0.25	30	1.0	0.8666666666666667
seed_family_2	tb_compartment	planted	compartment_label_noise	0.5	30	1.0	0.8
seed_family_2	tb_compartment	planted	compartment_label_noise	0.75	30	1.0	0.9
seed_family_2	tb_compartment	planted	compartment_label_noise	1.0	30	1.0	0.8
seed_family_2	tb_compartment	planted	composition_shift_only	0.0	30	1.0	0.7333333333333333
seed_family_2	tb_compartment	planted	composition_shift_only	0.25	30	0.9666666666666667	0.9333333333333333
seed_family_2	tb_compartment	planted	composition_shift_only	0.5	30	0.9333333333333333	0.43333333333333335
seed_family_2	tb_compartment	planted	composition_shift_only	0.75	30	1.0	0.2
seed_family_2	tb_compartment	planted	composition_shift_only	1.0	30	0.8666666666666667	0.0
seed_family_2	tb_compartment	planted	low_compartment_coverage	0.0	30	1.0	0.9
seed_family_2	tb_compartment	planted	low_compartment_coverage	0.25	30	1.0	0.8
seed_family_2	tb_compartment	planted	low_compartment_coverage	0.5	30	0.9333333333333333	0.7333333333333333
seed_family_2	tb_compartment	planted	low_compartment_coverage	0.75	30	0.9333333333333333	0.0
seed_family_2	tb_compartment	planted	low_compartment_coverage	1.0	30	0.8333333333333334	0.0
seed_family_2	tb_compartment	planted	t_fraction_response_correlated	0.0	30	1.0	0.9
seed_family_2	tb_compartment	planted	t_fraction_response_correlated	0.25	30	1.0	0.8666666666666667
seed_family_2	tb_compartment	planted	t_fraction_response_correlated	0.5	30	0.9333333333333333	0.7666666666666667
seed_family_2	tb_compartment	planted	t_fraction_response_correlated	0.75	30	1.0	0.43333333333333335
seed_family_2	tb_compartment	planted	t_fraction_response_correlated	1.0	30	1.0	0.03333333333333333
seed_family_2	tb_compartment	planted	timepoint_jitter	0.0	30	1.0	0.9333333333333333
seed_family_2	tb_compartment	planted	timepoint_jitter	0.25	30	1.0	0.7666666666666667
seed_family_2	tb_compartment	planted	timepoint_jitter	0.5	30	0.9333333333333333	0.7666666666666667
seed_family_2	tb_compartment	planted	timepoint_jitter	0.75	30	1.0	0.8666666666666667
seed_family_2	tb_compartment	planted	timepoint_jitter	1.0	30	1.0	1.0
seed_family_2	tb_compartment	synthetic_null	b_fraction_response_correlated	0.0	30	0.03333333333333333	0.0
seed_family_2	tb_compartment	synthetic_null	b_fraction_response_correlated	0.25	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	b_fraction_response_correlated	0.5	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	b_fraction_response_correlated	0.75	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	b_fraction_response_correlated	1.0	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	batch_response_correlated	0.0	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	batch_response_correlated	0.25	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	batch_response_correlated	0.5	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	batch_response_correlated	0.75	30	0.1	0.0
seed_family_2	tb_compartment	synthetic_null	batch_response_correlated	1.0	30	0.3333333333333333	0.0
seed_family_2	tb_compartment	synthetic_null	compartment_label_noise	0.0	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	compartment_label_noise	0.25	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	compartment_label_noise	0.5	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	compartment_label_noise	0.75	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	compartment_label_noise	1.0	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	composition_shift_only	0.0	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	composition_shift_only	0.25	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	composition_shift_only	0.5	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	composition_shift_only	0.75	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	composition_shift_only	1.0	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	low_compartment_coverage	0.0	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	low_compartment_coverage	0.25	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	low_compartment_coverage	0.5	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	low_compartment_coverage	0.75	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	low_compartment_coverage	1.0	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	t_fraction_response_correlated	0.0	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	t_fraction_response_correlated	0.25	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	t_fraction_response_correlated	0.5	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	t_fraction_response_correlated	0.75	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	t_fraction_response_correlated	1.0	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	timepoint_jitter	0.0	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	timepoint_jitter	0.25	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	timepoint_jitter	0.5	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	timepoint_jitter	0.75	30	0.0	0.0
seed_family_2	tb_compartment	synthetic_null	timepoint_jitter	1.0	30	0.0	0.0
seed_family_3	postpartum_apc_arm	planted	batch_response_correlated	0.0	30	1.0	0.8
seed_family_3	postpartum_apc_arm	planted	batch_response_correlated	0.25	30	1.0	0.4666666666666667
seed_family_3	postpartum_apc_arm	planted	batch_response_correlated	0.5	30	1.0	0.03333333333333333
seed_family_3	postpartum_apc_arm	planted	batch_response_correlated	0.75	30	1.0	0.0
seed_family_3	postpartum_apc_arm	planted	batch_response_correlated	1.0	30	1.0	0.0
seed_family_3	postpartum_apc_arm	planted	combined_steroid_dmt_batch	0.0	30	1.0	0.8666666666666667
seed_family_3	postpartum_apc_arm	planted	combined_steroid_dmt_batch	0.25	30	1.0	0.6666666666666666
seed_family_3	postpartum_apc_arm	planted	combined_steroid_dmt_batch	0.5	30	1.0	0.16666666666666666
seed_family_3	postpartum_apc_arm	planted	combined_steroid_dmt_batch	0.75	30	1.0	0.0
seed_family_3	postpartum_apc_arm	planted	combined_steroid_dmt_batch	1.0	30	1.0	0.0
seed_family_3	postpartum_apc_arm	planted	dmt_restart_imbalance	0.0	30	1.0	0.8333333333333334
seed_family_3	postpartum_apc_arm	planted	dmt_restart_imbalance	0.25	30	1.0	0.8
seed_family_3	postpartum_apc_arm	planted	dmt_restart_imbalance	0.5	30	1.0	0.7666666666666667
seed_family_3	postpartum_apc_arm	planted	dmt_restart_imbalance	0.75	30	1.0	0.9333333333333333
seed_family_3	postpartum_apc_arm	planted	dmt_restart_imbalance	1.0	30	0.9333333333333333	0.8
seed_family_3	postpartum_apc_arm	planted	missing_postpartum_timepoint	0.0	30	1.0	0.8666666666666667
seed_family_3	postpartum_apc_arm	planted	missing_postpartum_timepoint	0.25	30	1.0	0.8333333333333334
seed_family_3	postpartum_apc_arm	planted	missing_postpartum_timepoint	0.5	30	1.0	0.8
seed_family_3	postpartum_apc_arm	planted	missing_postpartum_timepoint	0.75	30	1.0	0.6333333333333333
seed_family_3	postpartum_apc_arm	planted	missing_postpartum_timepoint	1.0	30	1.0	0.6666666666666666
seed_family_3	postpartum_apc_arm	planted	module_coverage_loss	0.0	30	1.0	0.7666666666666667
seed_family_3	postpartum_apc_arm	planted	module_coverage_loss	0.25	30	1.0	0.8
seed_family_3	postpartum_apc_arm	planted	module_coverage_loss	0.5	30	1.0	0.8
seed_family_3	postpartum_apc_arm	planted	module_coverage_loss	0.75	30	0.0	0.0
seed_family_3	postpartum_apc_arm	planted	module_coverage_loss	1.0	30	0.0	0.0
seed_family_3	postpartum_apc_arm	planted	steroid_response_correlated	0.0	30	1.0	0.8666666666666667
seed_family_3	postpartum_apc_arm	planted	steroid_response_correlated	0.25	30	1.0	0.8
seed_family_3	postpartum_apc_arm	planted	steroid_response_correlated	0.5	30	1.0	0.8666666666666667
seed_family_3	postpartum_apc_arm	planted	steroid_response_correlated	0.75	30	1.0	0.8666666666666667
seed_family_3	postpartum_apc_arm	planted	steroid_response_correlated	1.0	30	1.0	0.9
seed_family_3	postpartum_apc_arm	planted	timepoint_jitter	0.0	30	1.0	0.7333333333333333
seed_family_3	postpartum_apc_arm	planted	timepoint_jitter	0.25	30	1.0	0.9333333333333333
seed_family_3	postpartum_apc_arm	planted	timepoint_jitter	0.5	30	1.0	0.9666666666666667
seed_family_3	postpartum_apc_arm	planted	timepoint_jitter	0.75	30	1.0	0.9666666666666667
seed_family_3	postpartum_apc_arm	planted	timepoint_jitter	1.0	30	1.0	0.8666666666666667
seed_family_3	postpartum_apc_arm	synthetic_null	batch_response_correlated	0.0	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	batch_response_correlated	0.25	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	batch_response_correlated	0.5	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	batch_response_correlated	0.75	30	0.23333333333333334	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	batch_response_correlated	1.0	30	0.7	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	combined_steroid_dmt_batch	0.0	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	combined_steroid_dmt_batch	0.25	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	combined_steroid_dmt_batch	0.5	30	0.1	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	combined_steroid_dmt_batch	0.75	30	0.03333333333333333	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	combined_steroid_dmt_batch	1.0	30	0.13333333333333333	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	dmt_restart_imbalance	0.0	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	dmt_restart_imbalance	0.25	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	dmt_restart_imbalance	0.5	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	dmt_restart_imbalance	0.75	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	dmt_restart_imbalance	1.0	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	missing_postpartum_timepoint	0.0	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	missing_postpartum_timepoint	0.25	30	0.03333333333333333	0.03333333333333333
seed_family_3	postpartum_apc_arm	synthetic_null	missing_postpartum_timepoint	0.5	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	missing_postpartum_timepoint	0.75	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	missing_postpartum_timepoint	1.0	30	0.03333333333333333	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	module_coverage_loss	0.0	30	0.03333333333333333	0.03333333333333333
seed_family_3	postpartum_apc_arm	synthetic_null	module_coverage_loss	0.25	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	module_coverage_loss	0.5	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	module_coverage_loss	0.75	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	module_coverage_loss	1.0	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	steroid_response_correlated	0.0	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	steroid_response_correlated	0.25	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	steroid_response_correlated	0.5	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	steroid_response_correlated	0.75	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	steroid_response_correlated	1.0	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	timepoint_jitter	0.0	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	timepoint_jitter	0.25	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	timepoint_jitter	0.5	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	timepoint_jitter	0.75	30	0.0	0.0
seed_family_3	postpartum_apc_arm	synthetic_null	timepoint_jitter	1.0	30	0.0	0.0
seed_family_3	primary_multiconfounder_batch_guard	planted	batch_only	0.0	30	0.9	0.5
seed_family_3	primary_multiconfounder_batch_guard	planted	batch_only	0.25	30	0.9	0.3
seed_family_3	primary_multiconfounder_batch_guard	planted	batch_only	0.5	30	0.9666666666666667	0.03333333333333333
seed_family_3	primary_multiconfounder_batch_guard	planted	batch_only	0.75	30	1.0	0.0
seed_family_3	primary_multiconfounder_batch_guard	planted	batch_only	1.0	30	1.0	0.0
seed_family_3	primary_multiconfounder_batch_guard	planted	batch_plus_depth	0.0	30	0.9	0.5
seed_family_3	primary_multiconfounder_batch_guard	planted	batch_plus_depth	0.25	30	0.8666666666666667	0.1
seed_family_3	primary_multiconfounder_batch_guard	planted	batch_plus_depth	0.5	30	0.9666666666666667	0.0
seed_family_3	primary_multiconfounder_batch_guard	planted	batch_plus_depth	0.75	30	0.9333333333333333	0.0
seed_family_3	primary_multiconfounder_batch_guard	planted	batch_plus_depth	1.0	30	1.0	0.0
seed_family_3	primary_multiconfounder_batch_guard	planted	batch_plus_steroid	0.0	30	0.9666666666666667	0.3333333333333333
seed_family_3	primary_multiconfounder_batch_guard	planted	batch_plus_steroid	0.25	30	0.8	0.16666666666666666
seed_family_3	primary_multiconfounder_batch_guard	planted	batch_plus_steroid	0.5	30	0.9666666666666667	0.03333333333333333
seed_family_3	primary_multiconfounder_batch_guard	planted	batch_plus_steroid	0.75	30	1.0	0.0
seed_family_3	primary_multiconfounder_batch_guard	planted	batch_plus_steroid	1.0	30	1.0	0.0
seed_family_3	primary_multiconfounder_batch_guard	planted	distributed_weak_technical	0.0	30	0.8666666666666667	0.13333333333333333
seed_family_3	primary_multiconfounder_batch_guard	planted	distributed_weak_technical	0.25	30	0.9	0.26666666666666666
seed_family_3	primary_multiconfounder_batch_guard	planted	distributed_weak_technical	0.5	30	0.9	0.2
seed_family_3	primary_multiconfounder_batch_guard	planted	distributed_weak_technical	0.75	30	1.0	0.06666666666666667
seed_family_3	primary_multiconfounder_batch_guard	planted	distributed_weak_technical	1.0	30	1.0	0.0
seed_family_3	primary_multiconfounder_batch_guard	planted	immune_tone_plus_batch	0.0	30	0.6666666666666666	0.26666666666666666
seed_family_3	primary_multiconfounder_batch_guard	planted	immune_tone_plus_batch	0.25	30	0.9333333333333333	0.36666666666666664
seed_family_3	primary_multiconfounder_batch_guard	planted	immune_tone_plus_batch	0.5	30	1.0	0.16666666666666666
seed_family_3	primary_multiconfounder_batch_guard	planted	immune_tone_plus_batch	0.75	30	1.0	0.06666666666666667
seed_family_3	primary_multiconfounder_batch_guard	planted	immune_tone_plus_batch	1.0	30	1.0	0.03333333333333333
seed_family_3	primary_multiconfounder_batch_guard	planted	independent_technical	0.0	30	1.0	0.5333333333333333
seed_family_3	primary_multiconfounder_batch_guard	planted	independent_technical	0.25	30	0.9666666666666667	0.36666666666666664
seed_family_3	primary_multiconfounder_batch_guard	planted	independent_technical	0.5	30	0.9666666666666667	0.23333333333333334
seed_family_3	primary_multiconfounder_batch_guard	planted	independent_technical	0.75	30	0.9666666666666667	0.4666666666666667
seed_family_3	primary_multiconfounder_batch_guard	planted	independent_technical	1.0	30	0.8	0.3333333333333333
seed_family_3	primary_multiconfounder_batch_guard	planted	normalization_plus_depth	0.0	30	0.8333333333333334	0.26666666666666666
seed_family_3	primary_multiconfounder_batch_guard	planted	normalization_plus_depth	0.25	30	0.9333333333333333	0.2
seed_family_3	primary_multiconfounder_batch_guard	planted	normalization_plus_depth	0.5	30	0.9666666666666667	0.03333333333333333
seed_family_3	primary_multiconfounder_batch_guard	planted	normalization_plus_depth	0.75	30	1.0	0.0
seed_family_3	primary_multiconfounder_batch_guard	planted	normalization_plus_depth	1.0	30	1.0	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	batch_only	0.0	30	0.0	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	batch_only	0.25	30	0.0	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	batch_only	0.5	30	0.03333333333333333	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	batch_only	0.75	30	0.03333333333333333	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	batch_only	1.0	30	0.03333333333333333	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	batch_plus_depth	0.0	30	0.0	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	batch_plus_depth	0.25	30	0.0	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	batch_plus_depth	0.5	30	0.03333333333333333	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	batch_plus_depth	0.75	30	0.0	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	batch_plus_depth	1.0	30	0.3	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	batch_plus_steroid	0.0	30	0.0	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	batch_plus_steroid	0.25	30	0.0	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	batch_plus_steroid	0.5	30	0.03333333333333333	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	batch_plus_steroid	0.75	30	0.03333333333333333	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	batch_plus_steroid	1.0	30	0.4	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	distributed_weak_technical	0.0	30	0.0	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	distributed_weak_technical	0.25	30	0.0	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	distributed_weak_technical	0.5	30	0.0	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	distributed_weak_technical	0.75	30	0.03333333333333333	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	distributed_weak_technical	1.0	30	0.2	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	immune_tone_plus_batch	0.0	30	0.0	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	immune_tone_plus_batch	0.25	30	0.0	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	immune_tone_plus_batch	0.5	30	0.1	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	immune_tone_plus_batch	0.75	30	0.26666666666666666	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	immune_tone_plus_batch	1.0	30	0.23333333333333334	0.0
seed_family_3	primary_multiconfounder_batch_guard	synthetic_null	independent_technical	0.0	30	0.0	0.0
