context	gene	ensembl_id	token_id	n_disease_cells	n_control_cells	n_disease_cells_with_token	mean_shift_to_control_cosine	mean_projection_to_control	mean_embedding_delta_norm	random_mean_shift_to_control_cosine	random_sd_shift_to_control_cosine	random_mean_projection_to_control	interpretation	cosine_shift_z_vs_random	projection_minus_random	candidate_support_flag	source	source_path	gene_canonical	candidate_strong_support_flag
IBD_myeloid	LTA4H	ENSG00000111144	3815.0	24	24	1	0.0006248354911804	0.0314131081104278	0.3650165796279907	-0.0002072867419984	0.0007882430592283	-0.0028369245636794	positive_shift_means_deleted_embedding_moved_toward_control_centroid	1.055667060352499	0.0342500326741072	False	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	LTA4H	False
IBD_myeloid	CHI3L1	ENSG00000133048	6605.0	24	24	0				-0.0002072867419984	0.0007882430592283	-0.0028369245636794	token_not_detected_in_selected_disease_cells			False	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	CHI3L1	False
IBD_myeloid	C15ORF48			24	24	0				-0.0002072867419984	0.0007882430592283	-0.0028369245636794	not_in_geneformer_token_dictionary			False	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	C15ORF48	False
IBD_myeloid	SNX10	ENSG00000086300	1685.0	24	24	4	0.0001885741949081	0.0206927917897701	0.2790055572986603	-0.0002072867419984	0.0007882430592283	-0.0028369245636794	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.5022066890053595	0.0235297163534494	True	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	SNX10	True
IBD_myeloid	CBX3	ENSG00000122565	5228.0	24	24	7	-0.0003596544265747	-0.008854342624545	0.2754722833633423	-0.0002072867419984	0.0007882430592283	-0.0028369245636794	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.1933003821504878	-0.0060174180608656	False	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	CBX3	False
IBD_myeloid	FMNL2	ENSG00000157827	9991.0	24	24	0				-0.0002072867419984	0.0007882430592283	-0.0028369245636794	token_not_detected_in_selected_disease_cells			False	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	FMNL2	False
IBD_myeloid	TNFAIP8L1	ENSG00000185361	15268.0	24	24	0				-0.0002072867419984	0.0007882430592283	-0.0028369245636794	token_not_detected_in_selected_disease_cells			False	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	TNFAIP8L1	False
IBD_myeloid	HIF1A	ENSG00000100644	2347.0	24	24	10	-0.000223225360969	0.0058214860036969	0.4778249859809875	-0.0002072867419984	0.0007882430592283	-0.0028369245636794	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.0202204368107016	0.0086584105673763	False	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	HIF1A	False
IBD_myeloid	TGM2	ENSG00000198959	16955.0	24	24	1	3.874301910400391e-06	0.0140729863196611	0.3146063983440399	-0.0002072867419984	0.0007882430592283	-0.0028369245636794	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.2678882375640957	0.0169099108833405	False	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	TGM2	False
IBD_myeloid	STAT1	ENSG00000115415	4387.0	24	24	4	0.0004129707813262	0.0540686547756195	0.4934192895889282	-0.0002072867419984	0.0007882430592283	-0.0028369245636794	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.7868861210548939	0.0569055793392989	True	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	STAT1	True
IBD_myeloid	IFITM2	ENSG00000185201	15228.0	24	24	8	-0.0004544854164123	0.0388943254947662	1.0651631355285645	-0.0002072867419984	0.0007882430592283	-0.0028369245636794	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.3136071691591051	0.0417312500584456	False	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	IFITM2	False
IBD_myeloid	IFITM3	ENSG00000142089	8085.0	24	24	4	0.0003738701343536	0.0307266879826784	0.5405356884002686	-0.0002072867419984	0.0007882430592283	-0.0028369245636794	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.7372813113266865	0.0335636125463578	True	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	IFITM3	True
IBD_myeloid	CFB	ENSG00000243649	18408.0	24	24	0				-0.0002072867419984	0.0007882430592283	-0.0028369245636794	token_not_detected_in_selected_disease_cells			False	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	CFB	False
IBD_myeloid	MMP7	ENSG00000137673	7398.0	24	24	0				-0.0002072867419984	0.0007882430592283	-0.0028369245636794	token_not_detected_in_selected_disease_cells			False	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	MMP7	False
IBD_myeloid	SERPINA1	ENSG00000197249	16438.0	24	24	5	0.0010531187290325	0.0655629485845565	0.5778180360794067	-0.0002072867419984	0.0007882430592283	-0.0028369245636794	positive_shift_means_deleted_embedding_moved_toward_control_centroid	1.599006114008607	0.0683998731482359	True	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	SERPINA1	True
IBD_myeloid	LIPA	ENSG00000107798	3422.0	24	24	3	0.0007635752554051	0.0152918463572859	0.5223774313926697	-0.0002072867419984	0.0007882430592283	-0.0028369245636794	positive_shift_means_deleted_embedding_moved_toward_control_centroid	1.2316784601363775	0.0181287709209653	True	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	LIPA	True
IBD_stromal	LTA4H	ENSG00000111144	3815.0	24	24	1	-0.0001654624938964	0.0327802002429962	0.2486470192670822	-5.977849165598552e-06	0.0003850296020482	0.0128905229050562	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.4142139822039874	0.01988967733794	False	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	LTA4H	False
IBD_stromal	CHI3L1	ENSG00000133048	6605.0	24	24	6	0.000478446483612	0.1619670242071151	0.5818941593170166	-5.977849165598552e-06	0.0003850296020482	0.0128905229050562	positive_shift_means_deleted_embedding_moved_toward_control_centroid	1.2581482831466964	0.1490765013020588	True	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	CHI3L1	True
IBD_stromal	C15ORF48			24	24	0				-5.977849165598552e-06	0.0003850296020482	0.0128905229050562	not_in_geneformer_token_dictionary			False	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	C15ORF48	False
IBD_stromal	SNX10	ENSG00000086300	1685.0	24	24	0				-5.977849165598552e-06	0.0003850296020482	0.0128905229050562	token_not_detected_in_selected_disease_cells			False	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	SNX10	False
IBD_stromal	CBX3	ENSG00000122565	5228.0	24	24	3	-3.457069396972656e-06	0.0044625182636082	0.3291781842708587	-5.977849165598552e-06	0.0003850296020482	0.0128905229050562	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.0065469765317169	-0.008428004641448	False	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	CBX3	False
IBD_stromal	FMNL2	ENSG00000157827	9991.0	24	24	0				-5.977849165598552e-06	0.0003850296020482	0.0128905229050562	token_not_detected_in_selected_disease_cells			False	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	FMNL2	False
IBD_stromal	TNFAIP8L1	ENSG00000185361	15268.0	24	24	1	-0.0010117888450622	-0.0358252078294754	0.3778605163097381	-5.977849165598552e-06	0.0003850296020482	0.0128905229050562	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-2.612295237940403	-0.0487157307345316	False	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	TNFAIP8L1	False
IBD_stromal	HIF1A	ENSG00000100644	2347.0	24	24	9	9.940067684510724e-05	0.0326160453259944	0.4107138812541961	-5.977849165598552e-06	0.0003850296020482	0.0128905229050562	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.2736894136194597	0.0197255224209382	True	candidate_delete	results_v3/geneformer_candidate_delete/geneformer_candidate_delete_metrics.tsv	HIF1A	False
