analysis	disease_name	compartment	role	gene
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	ADORA2A
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	ADORA2B
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	ALOX5
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	ANGPT1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	ANGPT2
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	ANXA1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	AREG
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	AXL
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	C1QA
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	C1QB
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	C1QC
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	C1R
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	C1S
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	C2
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	C3
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	C3AR1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	C5AR1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CALR
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CCL13
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CCL2
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CCL20
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CCL3
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CCL4
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CCL5
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CCL7
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CCL8
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CCR2
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CCR5
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CCR6
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CD200
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CD200R1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CD24
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CD27
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CD274
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CD36
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CD40
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CD44
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CD70
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CD74
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CFB
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CFD
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CHUK
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CIITA
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CSF1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CSF2
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CSF3
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CXCL1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CXCL10
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CXCL11
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CXCL12
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CXCL13
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CXCL2
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CXCL3
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CXCL8
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CXCL9
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CXCR3
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CXCR4
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	DDT
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	EGF
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	EREG
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	FCER1G
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	FPR2
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	GAS6
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	GPR65
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	HBEGF
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	HIF1A
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	HLA-DRA
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	HLA-DRB1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	HMGB1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	ICAM1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IFI30
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IFNG
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IFNGR1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IFNGR2
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IL10
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IL12A
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IL12B
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IL18
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IL1A
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IL1B
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IL23A
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IL33
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IL34
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IL6
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IL6ST
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IRF1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IRF5
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	ITGAM
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	ITGAV
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	ITGB1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	ITGB2
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	ITGB3
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	JAK1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	JAK2
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	LGALS1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	LGALS3
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	LIF
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	LILRB1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	LILRB2
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	LILRB3
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	LILRB4
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	LIPA
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	LRP1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	MARCO
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	MERTK
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	MIF
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	MMP12
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	MMP14
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	MMP3
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	MMP9
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	MSR1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	MYD88
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	NAMPT
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	NFKB1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	NFKBIA
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	NPC1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	NPC2
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	OSM
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	OSMR
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	P2RX7
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	PDCD1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	PDCD1LG2
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	PLA2G7
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	PROS1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	PTGER4
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	PTGS2
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	PTPN2
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	RELA
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	S100A12
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	S100A8
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	S100A9
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SCARB1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SCARB2
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SEMA4D
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SEMA7A
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SERPINE1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SIGLEC10
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SLC15A4
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SOCS3
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SPP1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	STAT1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	STAT3
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SYK
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	TBXAS1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	TGFB1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	TGFB2
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	TGFB3
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	TIMP1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	TLR7
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	TNF
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	TNFRSF1A
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	TNFRSF1B
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	TNFSF10
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	TNFSF13B
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	TNFSF14
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	TRAF2
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	TRAF3
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	TRAF6
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	TREM1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	TREM2
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	TYRO3
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	TYROBP
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	UNC93B1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	VCAM1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	VEGFA
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	VEGFB
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	ADORA2A
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	ADORA2B
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	ALOX5
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	ANGPT1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	ANGPT2
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	ANXA1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	AREG
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	AXL
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	C1QA
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	C1QB
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	C1QC
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	C1R
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	C1S
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	C2
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	C3
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	C3AR1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	C5AR1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CALR
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CCL13
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CCL2
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CCL20
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CCL3
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CCL4
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CCL5
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CCL7
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CCL8
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CCR2
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CCR5
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CCR6
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CD200
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CD200R1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CD24
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CD27
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CD274
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CD36
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CD40
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CD44
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CD70
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CD74
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CFB
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CFD
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CHUK
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CIITA
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CSF1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CSF2
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CSF3
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CXCL1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CXCL10
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CXCL11
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CXCL12
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CXCL13
